trasaction_type;goal;kind;number_rooms;number_bathrooms;number_parking_places;area;has_elevator;age;latitute;logitude;rent_value;sell_value
Aluguel;Residencial;apartamento;4;2;1;175;1;8;-18.886775;-48.253723;861;0
Aluguel;Residencial;apartamento;2;3;4;224;1;2;-18.894513;-48.2613;783;0
Venda;Residencial;casa de condomínio;4;1;1;80;1;7;-18.94954;-48.26767;0;686391
Venda;Residencial;apartamento;4;3;3;238;1;6;-18.9166;-48.224885;0;495995
Aluguel;Comercial;galpão;0;3;4;183;1;1;-18.926949;-48.321481;1292;0
Venda;Residencial;casa de condomínio;4;2;1;146;1;6;-18.94544;-48.264885;0;181095
Aluguel;Comercial;sala comercial;0;2;2;210;1;7;-18.902994;-48.279712;1830;0
Venda;Comercial;loja;0;1;3;186;1;4;-18.952176;-48.304217;0;281538
Aluguel;Residencial;apartamento;4;1;3;146;0;5;-18.962968;-48.326309;1939;0
Aluguel;Comercial;sala comercial;0;1;2;86;0;3;-18.966028;-48.227245;2750;0
Venda;Residencial;casa;1;1;4;165;1;6;-18.957116;-48.299789;0;278625
Aluguel;Comercial;loja;0;2;4;98;0;8;-18.900154;-48.332314;2398;0
Aluguel;Comercial;loja;0;3;3;247;1;8;-18.956308;-48.284223;2186;0
Venda;Comercial;loja;0;1;4;203;0;7;-18.967627;-48.223414;0;451204
Aluguel;Residencial;apartamento;4;1;3;217;0;5;-18.911274;-48.216193;2976;0
Venda;Comercial;loja;0;1;2;234;1;9;-18.967041;-48.281551;0;786375
Venda;Comercial;sala comercial;0;3;4;148;0;4;-18.903074;-48.272075;0;758327
Aluguel;Residencial;casa;3;3;4;166;1;0;-18.89093;-48.281845;1954;0
Aluguel;Residencial;apartamento;3;3;1;97;1;9;-18.964544;-48.259408;922;0
Aluguel;Residencial;casa de condomínio;4;1;1;97;0;5;-18.901341;-48.310529;2764;0
Venda;Residencial;casa;2;3;1;249;0;10;-18.924749;-48.248883;0;296091
Aluguel;Residencial;casa de condomínio;2;1;1;114;0;3;-18.903559;-48.293401;2403;0
Venda;Comercial;loja;0;3;4;198;0;5;-18.928849;-48.302045;0;514357
Aluguel;Residencial;apartamento;2;3;2;103;0;2;-18.933505;-48.26513;2359;0
Venda;Comercial;galpão;0;1;4;109;0;5;-18.949933;-48.304702;0;616111
Aluguel;Comercial;loja;0;2;1;205;1;10;-18.949312;-48.217496;1828;0
Aluguel;Comercial;sala comercial;0;3;1;86;0;0;-18.920731;-48.294055;2653;0
Aluguel;Residencial;casa;4;1;1;195;1;7;-18.908423;-48.272161;2612;0
Venda;Comercial;galpão;0;3;3;250;0;7;-18.963635;-48.330983;0;786975
Venda;Residencial;casa de condomínio;4;2;1;104;0;1;-18.893301;-48.241869;0;754013
Venda;Residencial;apartamento;2;3;1;136;1;7;-18.890975;-48.25312;0;184430
Venda;Comercial;sala comercial;0;1;3;249;0;0;-18.91682;-48.285502;0;585722
Venda;Residencial;apartamento;2;3;3;154;0;1;-18.91734;-48.216851;0;230505
Venda;Residencial;casa de condomínio;4;3;1;101;0;8;-18.922474;-48.240982;0;400045
Venda;Comercial;sala comercial;0;2;4;146;0;7;-18.952897;-48.274214;0;751239
Venda;Residencial;casa;1;3;2;124;0;10;-18.929583;-48.253772;0;528570
Venda;Residencial;casa;1;2;2;128;1;0;-18.958073;-48.299696;0;460411
Venda;Comercial;galpão;0;2;2;131;1;1;-18.887717;-48.258915;0;490882
Aluguel;Comercial;loja;0;3;3;85;0;5;-18.956085;-48.270589;1557;0
Venda;Comercial;loja;0;1;4;198;1;2;-18.950127;-48.290486;0;764017
Venda;Comercial;sala comercial;0;3;2;215;0;6;-18.917925;-48.280937;0;545283
Aluguel;Comercial;loja;0;1;1;154;1;7;-18.903132;-48.237219;2721;0
Venda;Residencial;casa;2;1;3;238;1;2;-18.889794;-48.235505;0;197217
Venda;Comercial;loja;0;3;1;229;0;4;-18.954308;-48.313024;0;497474
Venda;Comercial;sala comercial;0;1;1;96;1;6;-18.910888;-48.217708;0;441453
Venda;Residencial;casa;1;3;3;250;0;7;-18.940251;-48.33167;0;386912
Aluguel;Comercial;loja;0;1;1;196;1;2;-18.944606;-48.324387;2066;0
Aluguel;Comercial;galpão;0;3;3;123;1;10;-18.923257;-48.301911;1304;0
Venda;Comercial;sala comercial;0;3;1;234;1;9;-18.930009;-48.312859;0;425480
Aluguel;Residencial;casa;3;3;2;174;1;2;-18.891446;-48.280858;1233;0
Aluguel;Residencial;apartamento;4;2;1;211;0;1;-18.914042;-48.289471;993;0
Venda;Residencial;apartamento;1;1;2;171;0;9;-18.911396;-48.233761;0;315140
Aluguel;Comercial;galpão;0;3;4;95;1;9;-18.900401;-48.285947;1015;0
Venda;Residencial;apartamento;4;1;3;222;1;0;-18.965957;-48.329911;0;494398
Venda;Residencial;casa de condomínio;2;2;1;203;0;3;-18.949211;-48.231468;0;439649
Aluguel;Comercial;galpão;0;3;4;212;1;8;-18.960458;-48.228102;2395;0
Aluguel;Comercial;sala comercial;0;2;2;155;0;1;-18.888591;-48.250859;1783;0
Venda;Residencial;apartamento;2;2;4;199;0;9;-18.941612;-48.221954;0;706286
Aluguel;Residencial;casa;1;2;1;227;0;4;-18.95441;-48.330998;650;0
Aluguel;Residencial;casa;3;2;1;137;0;2;-18.921512;-48.22798;2594;0
Aluguel;Residencial;apartamento;4;1;1;223;0;8;-18.889829;-48.292287;1433;0
Aluguel;Residencial;casa;1;1;3;222;0;5;-18.900976;-48.245866;834;0
Venda;Residencial;apartamento;4;1;3;147;0;4;-18.96339;-48.219828;0;400892
Venda;Comercial;sala comercial;0;1;1;126;0;4;-18.887283;-48.297568;0;566105
Venda;Comercial;galpão;0;2;2;186;1;6;-18.938907;-48.279185;0;714955
Aluguel;Residencial;casa de condomínio;1;2;2;92;1;1;-18.959447;-48.231672;2802;0
Aluguel;Residencial;casa;3;3;3;97;1;0;-18.955393;-48.274619;2184;0
Aluguel;Comercial;galpão;0;1;3;213;0;5;-18.889766;-48.279382;788;0
Aluguel;Comercial;galpão;0;2;1;202;0;7;-18.926284;-48.326039;1292;0
Aluguel;Residencial;casa;4;1;4;113;1;4;-18.912842;-48.227687;2204;0
Aluguel;Residencial;apartamento;4;2;3;209;0;5;-18.959947;-48.231378;1760;0
Aluguel;Comercial;loja;0;2;1;191;1;3;-18.965742;-48.315272;2459;0
Aluguel;Comercial;sala comercial;0;1;3;93;0;3;-18.94182;-48.233901;1326;0
Venda;Residencial;apartamento;4;2;4;132;1;0;-18.946163;-48.332339;0;210813
Aluguel;Comercial;galpão;0;3;3;146;1;3;-18.92425;-48.302071;2459;0
Aluguel;Residencial;apartamento;4;2;4;119;1;4;-18.899963;-48.255376;1494;0
Venda;Residencial;casa;4;2;1;113;1;7;-18.930705;-48.277878;0;194284
Aluguel;Comercial;loja;0;1;2;230;1;5;-18.956746;-48.308096;1612;0
Aluguel;Comercial;galpão;0;2;3;190;0;9;-18.934664;-48.331346;910;0
Aluguel;Comercial;loja;0;1;1;209;0;2;-18.95381;-48.232263;2986;0
Venda;Residencial;casa;2;2;4;194;0;3;-18.893025;-48.277984;0;460178
Aluguel;Residencial;casa;1;3;3;141;1;1;-18.925144;-48.313408;1510;0
Aluguel;Comercial;loja;0;1;3;180;1;0;-18.960177;-48.27384;1910;0
Venda;Comercial;galpão;0;2;4;106;1;7;-18.896645;-48.309215;0;388582
Aluguel;Residencial;casa de condomínio;2;2;3;247;0;7;-18.915566;-48.233538;1066;0
Venda;Comercial;galpão;0;3;1;146;0;5;-18.923504;-48.248464;0;526052
Venda;Comercial;galpão;0;1;2;124;0;8;-18.963793;-48.285677;0;190801
Aluguel;Residencial;casa;1;2;3;123;0;9;-18.913257;-48.326976;2013;0
Aluguel;Comercial;sala comercial;0;3;4;238;1;7;-18.938983;-48.29012;741;0
Venda;Comercial;galpão;0;1;4;197;0;0;-18.905754;-48.228287;0;425451
Venda;Residencial;casa;1;3;2;176;0;2;-18.918326;-48.25985;0;784798
Aluguel;Residencial;casa;4;3;4;169;0;5;-18.961075;-48.321643;1260;0
Venda;Residencial;casa;2;3;1;214;1;10;-18.923768;-48.300586;0;244228
Aluguel;Residencial;casa;4;3;4;99;1;3;-18.890208;-48.29986;1727;0
Venda;Comercial;sala comercial;0;1;1;119;0;8;-18.932562;-48.233678;0;722186
Venda;Residencial;casa de condomínio;4;3;2;93;0;5;-18.895916;-48.304816;0;643502
Venda;Comercial;loja;0;1;1;184;0;8;-18.885637;-48.285499;0;126929
Venda;Residencial;casa de condomínio;3;2;1;143;0;2;-18.886746;-48.262962;0;502105
Venda;Residencial;casa de condomínio;1;3;1;231;1;9;-18.953148;-48.29344;0;530837
Aluguel;Residencial;casa;4;1;2;97;1;3;-18.967107;-48.327222;2722;0
Venda;Residencial;casa;1;1;1;206;1;2;-18.919719;-48.264653;0;222600
Aluguel;Residencial;casa;3;3;4;152;1;9;-18.910288;-48.321298;2535;0
Venda;Comercial;galpão;0;2;3;143;0;6;-18.94473;-48.216847;0;261087
Venda;Comercial;sala comercial;0;1;2;180;1;6;-18.897385;-48.259235;0;317326
Venda;Residencial;apartamento;2;3;1;209;1;1;-18.907214;-48.285653;0;752615
Aluguel;Comercial;sala comercial;0;3;2;226;0;3;-18.906416;-48.224749;1589;0
Venda;Residencial;casa de condomínio;1;3;3;159;0;2;-18.929456;-48.316332;0;369778
Aluguel;Comercial;loja;0;3;4;171;1;1;-18.944829;-48.290159;759;0
Venda;Comercial;sala comercial;0;3;4;243;0;0;-18.926883;-48.258656;0;411145
Aluguel;Residencial;apartamento;4;3;3;230;1;7;-18.945068;-48.268903;1589;0
Venda;Residencial;apartamento;1;1;1;106;0;0;-18.884361;-48.314807;0;710372
Venda;Comercial;loja;0;2;2;175;1;5;-18.952731;-48.277305;0;168411
Venda;Residencial;apartamento;3;3;1;222;0;9;-18.953791;-48.276911;0;243618
Aluguel;Comercial;galpão;0;1;3;204;0;8;-18.962948;-48.231601;2573;0
Venda;Residencial;casa;1;2;2;213;1;5;-18.918626;-48.271364;0;343827
Venda;Residencial;casa;1;2;3;163;1;9;-18.944858;-48.307119;0;494249
Aluguel;Residencial;casa;4;3;4;175;0;1;-18.957351;-48.229665;1330;0
Aluguel;Comercial;galpão;0;1;2;249;1;10;-18.932731;-48.251196;2605;0
Aluguel;Residencial;casa;1;1;4;168;0;6;-18.944237;-48.229064;2732;0
Aluguel;Residencial;apartamento;3;1;1;189;0;9;-18.958883;-48.321192;1728;0
Aluguel;Comercial;sala comercial;0;2;1;206;0;3;-18.965903;-48.221458;1173;0
Aluguel;Residencial;casa;1;3;3;154;0;4;-18.928512;-48.285565;1696;0
Venda;Comercial;loja;0;3;3;149;1;6;-18.966917;-48.323521;0;770625
Aluguel;Residencial;casa de condomínio;1;3;4;197;0;6;-18.925291;-48.224203;2923;0
Venda;Residencial;apartamento;3;1;2;85;0;2;-18.913562;-48.278562;0;487330
Aluguel;Residencial;casa;4;3;4;241;1;10;-18.898397;-48.248669;2573;0
Aluguel;Comercial;sala comercial;0;3;3;96;1;2;-18.890979;-48.218181;1617;0
Venda;Residencial;apartamento;3;1;2;207;0;3;-18.891023;-48.273376;0;162837
Aluguel;Comercial;galpão;0;3;2;139;0;1;-18.907146;-48.291433;1590;0
Aluguel;Comercial;galpão;0;2;2;137;0;0;-18.955766;-48.267138;2785;0
Venda;Comercial;loja;0;1;1;243;1;8;-18.921357;-48.331924;0;446992
Aluguel;Residencial;casa;4;3;4;178;1;0;-18.944028;-48.230821;900;0
Aluguel;Comercial;sala comercial;0;2;1;125;0;6;-18.911225;-48.251073;2393;0
Aluguel;Residencial;casa;4;3;2;201;0;7;-18.93829;-48.282069;1449;0
Venda;Comercial;sala comercial;0;3;2;144;1;7;-18.955498;-48.259701;0;448405
Venda;Comercial;galpão;0;3;3;108;0;2;-18.925119;-48.296706;0;594519
Venda;Comercial;sala comercial;0;3;1;124;1;2;-18.932986;-48.276259;0;296017
Aluguel;Comercial;sala comercial;0;1;2;113;1;1;-18.908149;-48.22391;885;0
Aluguel;Residencial;casa;1;2;4;242;0;10;-18.90468;-48.273818;1949;0
Aluguel;Comercial;sala comercial;0;3;2;108;1;3;-18.887799;-48.28333;2873;0
Aluguel;Residencial;casa;4;1;1;126;1;10;-18.938074;-48.229701;2075;0
Aluguel;Residencial;apartamento;2;2;1;217;1;10;-18.908203;-48.296122;2780;0
Venda;Residencial;casa;3;1;1;88;0;0;-18.925056;-48.331269;0;363819
Venda;Residencial;casa;3;3;3;209;0;2;-18.955839;-48.226662;0;720700
Aluguel;Comercial;sala comercial;0;3;4;186;0;6;-18.91722;-48.286326;2003;0
Venda;Residencial;casa;1;1;2;133;1;9;-18.938442;-48.231314;0;403154
Aluguel;Residencial;casa de condomínio;4;1;3;150;1;7;-18.93856;-48.311918;2259;0
Venda;Residencial;casa;1;2;3;123;0;7;-18.887712;-48.325373;0;660253
Venda;Comercial;sala comercial;0;2;4;143;0;9;-18.892057;-48.304385;0;783755
Venda;Comercial;loja;0;2;1;147;0;2;-18.899042;-48.282574;0;144352
Venda;Comercial;galpão;0;3;2;220;1;2;-18.942286;-48.246919;0;179258
Venda;Comercial;galpão;0;1;1;185;0;1;-18.888063;-48.274549;0;397923
Aluguel;Residencial;casa;4;1;1;82;0;2;-18.944376;-48.251671;739;0
Venda;Comercial;galpão;0;1;4;80;1;0;-18.892558;-48.224115;0;692859
Aluguel;Residencial;apartamento;4;2;3;88;1;7;-18.944494;-48.316557;789;0
Venda;Residencial;apartamento;3;1;3;117;1;1;-18.888899;-48.269102;0;425927
Aluguel;Comercial;sala comercial;0;1;2;166;0;9;-18.963256;-48.266624;1887;0
Aluguel;Comercial;sala comercial;0;3;4;99;1;10;-18.932532;-48.260783;2471;0
Venda;Comercial;loja;0;2;3;155;0;6;-18.901186;-48.239749;0;761012
Aluguel;Comercial;sala comercial;0;3;4;81;1;3;-18.939242;-48.287632;1906;0
Venda;Comercial;sala comercial;0;2;4;244;0;1;-18.908921;-48.244908;0;375930
Venda;Residencial;apartamento;4;3;4;116;0;8;-18.931835;-48.227783;0;771470
Venda;Residencial;casa de condomínio;4;3;3;196;0;9;-18.897812;-48.253129;0;594334
Venda;Residencial;apartamento;1;3;3;101;1;10;-18.893774;-48.315193;0;638136
Aluguel;Comercial;loja;0;3;1;235;0;1;-18.917887;-48.301103;2069;0
Venda;Comercial;galpão;0;1;3;111;1;0;-18.891898;-48.22477;0;712264
Aluguel;Residencial;casa de condomínio;2;2;3;162;1;5;-18.922281;-48.32655;1134;0
Venda;Comercial;galpão;0;3;2;192;1;4;-18.923012;-48.257143;0;176660
Venda;Comercial;sala comercial;0;1;2;239;0;0;-18.932326;-48.285107;0;644471
Venda;Residencial;casa de condomínio;3;1;3;162;0;1;-18.941086;-48.220071;0;418788
Venda;Residencial;apartamento;1;3;3;168;0;5;-18.904034;-48.261759;0;700041
Venda;Comercial;loja;0;2;1;179;0;5;-18.896226;-48.303108;0;580899
Aluguel;Comercial;galpão;0;2;3;114;0;7;-18.959622;-48.260711;2728;0
Aluguel;Comercial;sala comercial;0;1;1;140;0;0;-18.944814;-48.315974;2628;0
Venda;Residencial;casa de condomínio;2;2;1;247;1;10;-18.900856;-48.265314;0;146948
Aluguel;Comercial;galpão;0;3;3;217;0;2;-18.952624;-48.253093;2878;0
Aluguel;Residencial;apartamento;2;3;1;96;0;3;-18.887339;-48.31219;2742;0
Venda;Residencial;apartamento;4;1;4;152;0;6;-18.916946;-48.287314;0;709482
Venda;Comercial;galpão;0;3;2;177;0;4;-18.91667;-48.304468;0;519392
Aluguel;Residencial;casa;4;2;3;175;1;2;-18.938286;-48.273427;1496;0
Venda;Comercial;galpão;0;3;3;100;0;3;-18.888066;-48.331583;0;188727
Venda;Residencial;casa;1;1;1;101;0;6;-18.94834;-48.275574;0;798976
Aluguel;Comercial;loja;0;2;3;80;0;4;-18.96005;-48.300333;2518;0
Venda;Residencial;apartamento;3;2;3;176;0;3;-18.938443;-48.289417;0;456905
Aluguel;Comercial;loja;0;3;1;247;1;1;-18.908219;-48.290638;2615;0
Venda;Comercial;sala comercial;0;3;1;143;1;4;-18.939227;-48.27919;0;169800
Aluguel;Residencial;casa de condomínio;2;1;1;123;0;2;-18.958867;-48.293269;1979;0
Venda;Residencial;casa de condomínio;1;3;3;132;1;2;-18.954287;-48.272149;0;693386
Aluguel;Residencial;casa;2;2;1;182;0;8;-18.921214;-48.241722;1173;0
Venda;Residencial;apartamento;3;1;4;156;0;9;-18.962084;-48.220069;0;427118
Aluguel;Comercial;loja;0;1;3;216;0;5;-18.948159;-48.272732;2217;0
Aluguel;Residencial;casa de condomínio;4;3;1;106;0;2;-18.888176;-48.226725;861;0
Venda;Comercial;galpão;0;3;1;229;0;5;-18.913699;-48.319441;0;367559
Aluguel;Comercial;sala comercial;0;2;3;110;1;3;-18.967284;-48.280489;2741;0
Aluguel;Comercial;galpão;0;3;2;157;1;5;-18.933281;-48.288196;880;0
Aluguel;Residencial;casa;4;2;3;241;0;2;-18.966222;-48.314557;1003;0
Aluguel;Comercial;loja;0;1;2;222;0;3;-18.884954;-48.274826;2430;0
Venda;Residencial;apartamento;3;3;1;119;1;8;-18.884387;-48.285701;0;508162
Venda;Comercial;loja;0;1;2;248;1;6;-18.90142;-48.240078;0;269613
Aluguel;Comercial;galpão;0;1;4;109;1;0;-18.894738;-48.326601;1667;0
Aluguel;Comercial;sala comercial;0;2;1;103;0;6;-18.942711;-48.312214;2508;0
Venda;Comercial;sala comercial;0;3;4;245;1;3;-18.958417;-48.248151;0;415373
Aluguel;Comercial;loja;0;3;1;216;1;9;-18.953419;-48.258825;2392;0
Venda;Residencial;apartamento;3;2;3;195;1;6;-18.938072;-48.284575;0;317086
Aluguel;Comercial;galpão;0;3;2;153;1;5;-18.917909;-48.23353;1380;0
Venda;Comercial;sala comercial;0;3;3;120;1;10;-18.891068;-48.21694;0;421551
Venda;Comercial;loja;0;1;4;98;1;3;-18.913468;-48.331938;0;712232
Aluguel;Comercial;loja;0;1;3;96;0;5;-18.930064;-48.314428;2030;0
Aluguel;Residencial;casa;3;1;4;200;1;7;-18.919576;-48.316015;2894;0
Venda;Residencial;casa de condomínio;4;1;3;108;0;4;-18.947979;-48.252221;0;320276
Aluguel;Comercial;loja;0;2;4;152;1;8;-18.895845;-48.271792;2348;0
Aluguel;Residencial;casa de condomínio;3;3;2;224;0;10;-18.891547;-48.23721;1267;0
Venda;Residencial;casa;2;1;1;156;0;1;-18.925863;-48.223446;0;198527
Venda;Residencial;casa de condomínio;1;3;4;205;1;9;-18.940749;-48.282611;0;764901
Venda;Comercial;sala comercial;0;2;3;85;0;7;-18.892076;-48.246482;0;154871
Aluguel;Comercial;galpão;0;3;3;92;0;2;-18.900547;-48.284661;2176;0
Venda;Comercial;galpão;0;3;3;221;1;1;-18.939998;-48.309609;0;417121
Aluguel;Comercial;galpão;0;3;1;208;0;10;-18.937106;-48.326583;2903;0
Aluguel;Comercial;galpão;0;2;2;244;0;6;-18.917955;-48.257367;2827;0
Venda;Residencial;casa;4;1;3;129;1;7;-18.929342;-48.244593;0;363912
Aluguel;Comercial;loja;0;1;3;98;0;2;-18.885859;-48.320527;660;0
Aluguel;Comercial;sala comercial;0;2;2;123;0;10;-18.884035;-48.228993;1199;0
Aluguel;Comercial;sala comercial;0;2;1;149;0;4;-18.884312;-48.299911;1652;0
Venda;Residencial;apartamento;4;1;2;120;0;0;-18.886553;-48.221024;0;478005
Aluguel;Residencial;casa de condomínio;1;3;3;247;1;3;-18.913203;-48.251198;2186;0
Aluguel;Residencial;casa;1;2;2;122;0;3;-18.895576;-48.29199;1940;0
Venda;Residencial;casa;3;1;4;231;1;1;-18.921306;-48.252291;0;689268
Aluguel;Comercial;galpão;0;1;2;168;0;2;-18.954139;-48.322746;1121;0
Aluguel;Comercial;sala comercial;0;1;3;204;1;1;-18.946857;-48.289812;2055;0
Aluguel;Comercial;galpão;0;1;1;134;1;7;-18.931666;-48.241321;1132;0
Aluguel;Residencial;casa de condomínio;4;1;2;176;0;2;-18.946184;-48.258294;2915;0
Aluguel;Comercial;loja;0;3;1;154;0;10;-18.96286;-48.300555;1718;0
Aluguel;Comercial;loja;0;2;2;230;0;1;-18.95588;-48.313795;1707;0
Venda;Residencial;casa de condomínio;1;2;2;243;0;9;-18.950744;-48.233397;0;572460
Aluguel;Comercial;sala comercial;0;1;2;116;0;6;-18.931716;-48.288816;1655;0
Aluguel;Comercial;sala comercial;0;1;1;170;0;1;-18.8863;-48.253517;763;0
Venda;Comercial;sala comercial;0;1;1;167;0;4;-18.913354;-48.313491;0;257079
Venda;Residencial;apartamento;2;1;2;217;0;5;-18.919789;-48.229769;0;499172
Venda;Comercial;sala comercial;0;1;4;220;0;7;-18.892196;-48.319405;0;466805
Aluguel;Residencial;apartamento;1;1;2;112;1;1;-18.940868;-48.265556;1572;0
Venda;Residencial;apartamento;2;1;1;185;0;1;-18.911802;-48.330576;0;193323
Aluguel;Comercial;galpão;0;2;4;131;0;5;-18.949607;-48.252358;1774;0
Venda;Comercial;galpão;0;3;4;174;1;1;-18.908569;-48.3023;0;421447
Venda;Residencial;apartamento;1;1;2;149;1;10;-18.944398;-48.312662;0;772457
Venda;Residencial;apartamento;4;3;1;200;1;10;-18.924677;-48.258735;0;670255
Venda;Residencial;casa de condomínio;2;3;2;210;0;9;-18.889289;-48.279653;0;643015
Venda;Comercial;sala comercial;0;3;3;190;0;0;-18.928416;-48.245272;0;397939
Aluguel;Comercial;loja;0;3;1;226;0;4;-18.932251;-48.316381;2282;0
Venda;Comercial;loja;0;2;4;130;0;1;-18.922563;-48.257709;0;630307
Aluguel;Residencial;casa;1;2;1;171;1;3;-18.927386;-48.257161;2758;0
Venda;Comercial;sala comercial;0;2;2;220;1;2;-18.885195;-48.324998;0;420243
Venda;Residencial;casa;4;1;4;159;1;7;-18.947238;-48.283032;0;679411
Aluguel;Residencial;casa;2;2;2;218;1;0;-18.892164;-48.290373;1922;0
Aluguel;Residencial;casa;1;1;3;233;1;0;-18.888914;-48.257317;2019;0
Aluguel;Residencial;apartamento;2;2;3;193;1;8;-18.940212;-48.229198;1177;0
Aluguel;Comercial;galpão;0;3;3;190;0;10;-18.937931;-48.330868;1757;0
Aluguel;Comercial;sala comercial;0;2;2;203;1;4;-18.940942;-48.304036;2771;0
Aluguel;Residencial;casa de condomínio;2;3;4;121;1;5;-18.903071;-48.237529;1083;0
Aluguel;Comercial;galpão;0;2;2;166;0;4;-18.952916;-48.317524;2178;0
Venda;Comercial;sala comercial;0;2;3;118;0;5;-18.965842;-48.319029;0;386979
Venda;Residencial;casa;1;3;3;104;0;10;-18.93337;-48.242407;0;338562
Aluguel;Residencial;casa;1;1;3;232;1;2;-18.959664;-48.295564;2020;0
Aluguel;Residencial;casa;2;3;4;137;0;5;-18.908298;-48.283309;2484;0
Aluguel;Residencial;casa;2;1;2;120;0;7;-18.944201;-48.315594;1911;0
Venda;Residencial;casa;3;2;2;192;0;5;-18.93958;-48.28679;0;452017
Venda;Comercial;sala comercial;0;1;3;205;1;5;-18.925415;-48.27455;0;600561
Venda;Residencial;casa de condomínio;2;3;1;120;0;1;-18.948081;-48.272207;0;346086
Venda;Residencial;casa de condomínio;2;3;3;107;1;0;-18.956047;-48.251896;0;717487
Aluguel;Comercial;loja;0;2;1;82;0;9;-18.913939;-48.228325;2011;0
Aluguel;Comercial;galpão;0;1;4;184;1;0;-18.902014;-48.264245;2707;0
Venda;Comercial;galpão;0;2;4;188;0;4;-18.960141;-48.320648;0;339548
Aluguel;Comercial;loja;0;3;2;190;1;3;-18.912505;-48.219987;1514;0
Venda;Comercial;galpão;0;3;2;240;1;6;-18.955963;-48.260293;0;269020
Venda;Comercial;galpão;0;2;1;242;1;10;-18.965993;-48.227821;0;566467
Aluguel;Comercial;galpão;0;3;3;210;0;1;-18.92101;-48.304426;1383;0
Venda;Residencial;casa de condomínio;3;3;4;136;1;5;-18.925956;-48.32165;0;360171
Aluguel;Residencial;casa de condomínio;4;1;1;213;1;4;-18.886305;-48.311892;1916;0
Venda;Comercial;loja;0;3;3;231;0;1;-18.901465;-48.322453;0;197584
Venda;Residencial;apartamento;3;3;1;95;1;7;-18.888807;-48.292943;0;675716
Aluguel;Comercial;galpão;0;3;1;150;1;9;-18.939146;-48.328102;1846;0
Aluguel;Comercial;loja;0;2;1;249;0;9;-18.953351;-48.329485;1124;0
Aluguel;Residencial;casa;3;2;3;189;1;2;-18.910778;-48.273189;1964;0
Venda;Comercial;loja;0;1;4;222;0;7;-18.953917;-48.248817;0;705079
Aluguel;Residencial;apartamento;1;1;3;191;0;6;-18.939946;-48.278934;915;0
Venda;Residencial;casa;1;3;1;99;1;1;-18.957776;-48.242341;0;277574
Venda;Residencial;casa de condomínio;4;1;2;148;1;4;-18.923816;-48.219423;0;708551
Venda;Comercial;loja;0;1;4;167;0;2;-18.884844;-48.255919;0;471026
Aluguel;Comercial;loja;0;2;1;82;0;1;-18.889637;-48.294038;1986;0
Aluguel;Comercial;loja;0;1;2;242;0;10;-18.893709;-48.312772;2301;0
Aluguel;Residencial;casa;4;3;2;250;0;0;-18.925445;-48.327119;1655;0
Aluguel;Comercial;galpão;0;3;2;197;1;9;-18.912853;-48.251739;850;0
Aluguel;Comercial;galpão;0;2;4;246;1;6;-18.947672;-48.30059;1284;0
Aluguel;Residencial;casa;2;3;3;188;1;7;-18.902456;-48.310363;1673;0
Venda;Comercial;sala comercial;0;2;3;233;0;7;-18.923085;-48.226965;0;406634
Aluguel;Comercial;galpão;0;1;2;85;0;3;-18.93574;-48.227182;1253;0
Venda;Residencial;apartamento;2;1;1;227;1;7;-18.88698;-48.268896;0;223070
Aluguel;Comercial;loja;0;1;3;240;1;6;-18.966169;-48.30037;1863;0
